9.342024701784017449e-01,9.034227755351267319e-01,8.872010127256979573e-01,8.952384153822882107e-01
9.437664942468066975e-01,9.448989152762261590e-01,8.734759144513292162e-01,9.077847213807190840e-01
9.407473873113058049e-01,9.177078697840003185e-01,8.930974748484242776e-01,9.052354341476591681e-01
9.479045708856750352e-01,9.912263522776232350e-01,8.430608301685654782e-01,9.111595168229851271e-01
9.438298321545445235e-01,9.294084918454637023e-01,8.903657805316810281e-01,9.094683113568694521e-01
3.168795524121186258e-01,3.168795524121186258e-01,1.000000000000000000e+00,4.812582165645941656e-01
9.482107041064077313e-01,9.556870145895333124e-01,8.772403224731827320e-01,9.147849649134995875e-01
9.484851683732713479e-01,9.566560093009737198e-01,8.771736957825304604e-01,9.151923812171978145e-01
9.326929167106513541e-01,9.047733187234625607e-01,8.802385235525351792e-01,8.923373070818277908e-01
9.286498469333895889e-01,9.289270829491388382e-01,8.390299153841028756e-01,8.816929512873921126e-01
9.536788768077694156e-01,9.804664067186562582e-01,8.711772936238256770e-01,9.225965778796965111e-01
9.382666525915760447e-01,9.530629077003823779e-01,8.468918648810713767e-01,8.968461158540886879e-01
9.360181568668848318e-01,9.472092589135709950e-01,8.451928842694382826e-01,8.932978891959931778e-01
9.359759315950596514e-01,9.281143878462912999e-01,8.649476980478379984e-01,8.954184125670339167e-01
9.528238150533093753e-01,9.523387982011968234e-01,8.959624225464720704e-01,9.232908220189155468e-01
9.080650269186107959e-01,8.996886371309599228e-01,7.989539609567593015e-01,8.463343625937360670e-01
9.241528554840071630e-01,8.664655089397489407e-01,8.992271303884336042e-01,8.825423811937029850e-01
9.434392483901614668e-01,9.372030352457272340e-01,8.805050303151442659e-01,9.079697698385433835e-01
9.308561173862556215e-01,8.966065030757790488e-01,8.837031114664534170e-01,8.901080464398362091e-01
9.278158978148421943e-01,8.939764769868787653e-01,8.761076687320941137e-01,8.849518810148730985e-01
9.423519476406629902e-01,9.708194332604778154e-01,8.434272769671530279e-01,9.026507656380912126e-01
9.339491185474506629e-01,8.988752727883162486e-01,8.918981944166832765e-01,8.953731418156279931e-01
9.376016045603293714e-01,9.252125445373408086e-01,8.737091078686121115e-01,8.987235500728175674e-01
9.384461099968330888e-01,9.313407283232870704e-01,8.698780731561063240e-01,8.995607613469984720e-01
9.245223266124775741e-01,9.045428814039060406e-01,8.516889866080351590e-01,8.773206135685116536e-01
9.342024701784017449e-01,8.981819399337060972e-01,8.936638017189686423e-01,8.959171745846205015e-01
9.417607938351103547e-01,9.632444696539989026e-01,8.485908454927043598e-01,9.022899952181074879e-01
9.534888630845561597e-01,9.603494140484578612e-01,8.899660203877672870e-01,9.238190746248011731e-01
9.462155600126676003e-01,9.250025578936598158e-01,9.035245519355054045e-01,9.141374138424982476e-01
9.278792357225799092e-01,8.821532172995780741e-01,8.914984342727696465e-01,8.868012062166550358e-01
